iteration,eliminated_feature_index,eliminated_feature,avg_cv_F1_score,ci_bound_be,std_dev_be,std_err_be
59,7,delta_a1a2_vdw_radius,0.8645737798129692,0.05909034220220932,0.045974293743954876,0.022987146871977438
60,50,avg_a12b58_unp_electrons,0.8614463700550656,0.05553672974269736,0.043209462521507286,0.021604731260753643
61,62,delta_a12b14_avg_no_electrons,0.8598454653951121,0.06373168869353112,0.04958541899737276,0.02479270949868638
62,6,delta_a12b58_avg_vdw_radius,0.856797402347049,0.06282872547274,0.048882882934701485,0.024441441467350743
63,44,max_unp_electrons,0.8585579363330351,0.05926982950842759,0.04611394096601956,0.023056970483009778
64,65,min_electronegativity,0.8611385485835203,0.08298903797529812,0.06456829097973867,0.032284145489869326
65,58,avg_a12b58_ion_energies,0.8559480371383834,0.07028444850439684,0.05468368875095458,0.02734184437547729
66,74,delta_a1a2_electron_affinity,0.8591923010500139,0.045756740751458684,0.0356002988250574,0.0178001494125287
67,53,min_ion_energies,0.8627163102756639,0.06948445767912327,0.05406126871033717,0.027030634355168583
68,109,avg_a12x18_heat_of_formation,0.8585545845309535,0.07390463014226206,0.0575003130557545,0.02875015652787725
69,24,delta_a12b14_avg_atomic_volume,0.8590311058170842,0.07604749256238949,0.059167532819327594,0.029583766409663797
70,93,delta_bx1418bx58914_avg_mendeleev_number,0.8576680962135006,0.071514936001898,0.055641049828079416,0.027820524914039708
71,10,max_diff_vdw_radius,0.8697437212238223,0.07345440829152977,0.05715002516023544,0.028575012580117718
72,68,delta_a12x914_avg_electronegativity,0.86135330067208,0.06462082033891457,0.050277193624468704,0.02513859681223435
73,32,delta_bx1418bx58914_avg_dipole_polarizability,0.8576622774708398,0.06328691775651174,0.049239372097909406,0.024619686048954703
74,41,avg_a12b58_val_electrons,0.85844824024697,0.05601566909181693,0.04358209360640797,0.021791046803203984
75,70,delta_bx1418bx58914_avg_electronegativity,0.859374767143336,0.05675184172658638,0.04415486092668059,0.022077430463340295
76,28,max_diff_atomic_volume,0.8641003404148775,0.07544479525749999,0.05869861384033675,0.02934930692016837
77,72,delta_a12b14_avg_electron_affinity,0.8523921160233956,0.061196873941297567,0.04761324700339608,0.02380662350169804
78,36,avg_a12b58_dipole_polarizability,0.8536107587053274,0.05937513358532538,0.04619587111540282,0.02309793555770141
79,26,avg_a12b14_atomic_volume,0.8499038010032223,0.049788655558464276,0.03873726552349946,0.01936863276174973
80,25,delta_a12b58_avg_atomic_volume,0.8544088293342386,0.05462613106135295,0.0425009858111216,0.0212504929055608
81,79,delta_a1a2_density,0.8518569589563804,0.051323957432558624,0.03993178254125027,0.019965891270625136
82,9,avg_a12b58_vdw_radius,0.8529434338403291,0.06139250243848386,0.047765452620407975,0.023882726310203987
83,56,delta_a1a2_ion_energies,0.8601251321490319,0.06412369264014574,0.04989041138561749,0.024945205692808746
84,2,avg_a1a2_vdw_radius,0.8565451576397264,0.060565704617748496,0.04712217582659161,0.0235610879132958
85,61,delta_a12x18_avg_no_electrons,0.8514121768241413,0.05926422790220519,0.0461095827260719,0.023054791363035947
86,38,std_val_electrons,0.8601475861599701,0.0739932151860663,0.05756923522938553,0.028784617614692764
87,86,avg_a12b14_metallic_radius,0.843310282604131,0.08028870407458354,0.06246733946496522,0.03123366973248261
88,14,delta_b14b58_avg_covalent_radius,0.8545906119955523,0.07429642231593768,0.05780514067745801,0.028902570338729002
89,95,avg_lattice_constant,0.8431196577545261,0.08073020215430682,0.06281083997026152,0.03140541998513076
90,39,min_val_electrons,0.8395191470332367,0.0705364029398168,0.054879717861506194,0.027439858930753097
91,20,avg_a12b58_covalent_radius,0.8484926764057199,0.06607508727763678,0.051408662709452886,0.025704331354726447
92,96,min_lattice_constant,0.8482713714372474,0.05961111008176302,0.046379468846598354,0.023189734423299177
93,54,avg_a1a2_ion_energies,0.8479597705098734,0.07608315534401314,0.05919527967502324,0.029597639837511625
94,47,delta_a12b58_avg_unp_electrons,0.8460828784293584,0.06409563113698316,0.0498685785828072,0.0249342892914036
95,27,avg_a12b58_atomic_volume,0.8479037158017422,0.06550491537349928,0.05096504959725151,0.025482524798625755
96,11,max_covalent_radius,0.8406753850460744,0.07140630716691211,0.05555653290394967,0.027778266451974832
97,5,delta_a12b14_avg_vdw_radius,0.8405945804926068,0.08722444138441914,0.0678635787238634,0.0339317893619317
98,82,delta_a12x914_avg_melting_point,0.8540236888873902,0.06041492423488234,0.0470048635661719,0.02350243178308595
99,97,avg_b1b4_lattice_constant,0.8491197487534862,0.06547227908282285,0.05093965745433352,0.02546982872716676
100,90,max_mendeleev_number,0.8521704620425143,0.06477303714526558,0.05039562347116008,0.025197811735580035
101,111,avg_a12b14_heat_of_formation,0.8452306784555518,0.07598806656651977,0.059121297375626956,0.029560648687813478
102,21,max_atomic_radius,0.8452243869019804,0.05415587697877464,0.04213511215865964,0.02106755607932982
103,69,delta_a12b14_avg_electronegativity,0.8480360363825165,0.06548393096966279,0.05094872301815133,0.025474361509075664
104,22,delta_a12b58_avg_atomic_radius,0.8456380277394093,0.059809757266363,0.04653402310497372,0.02326701155248686
105,67,delta_a12x18_avg_electronegativity,0.8523253516003351,0.09058114424589989,0.07047520758931816,0.03523760379465908
106,31,avg_b1b8_dipole_polarizability,0.858424720480342,0.0720333624038617,0.05604440318160949,0.028022201590804742
107,64,delta_a1a2_no_electrons,0.8578836781520455,0.0582141707122041,0.04529260255804611,0.022646301279023055
108,63,delta_a12b58_avg_no_electrons,0.8391277832078025,0.07879214186444632,0.06130296322189824,0.03065148161094912
109,35,avg_a12b14_dipole_polarizability,0.8427094475476713,0.066619088969805,0.05183191450764633,0.025915957253823164
110,98,delta_b14b58_avg_lattice_constant,0.8499432809315796,0.06920223313508793,0.05384168842689875,0.026920844213449372
111,89,std_mendeleev_number,0.8502378250226474,0.06998905033349678,0.0544538589382601,0.02722692946913005
112,102,delta_a12b58_avg_lattice_constant,0.8460530060830804,0.05412497364326531,0.04211106831373635,0.021055534156868175
113,None,None,0.8098812896052314,0.08802955613533273,0.06848998535270685,0.03424499267635343
